gvkey,LINKPRIM,LINKTYPE,LPERMNO,LINKDT,LINKENDDT
1278,C,LC,18817,19500101,19620130
1278,C,LC,18817,19620131,19900928
1278,C,LC,77829,19920819,20010205
1279,C,LU,10137,19510101,19620130
1279,P,LU,10137,19620131,20110228
1280,C,NU,,19600101,19721229
1281,C,NU,,19500101,19640730
1281,C,NU,,19640731,19670726
1281,C,LU,44740,19670727,20030731
1282,C,NU,,19600101,19721229
1283,C,NR,,19610101,19630429
1283,P,NU,,19630430,19721213
1283,N,NU,,20020228,20060630
1283,P,NU,,20050512,20060929
1283,P,LU,11851,19721214,20050511
1284,C,NU,,19700101,19701029
1284,P,NU,,19701030,19721213
1284,P,LU,59635,19721214,19800331
1285,C,NU,,19600401,19620130
1285,C,NU,,19620131,19620701
1285,C,LU,28855,19620702,19880531
1286,C,NU,,19840101,19840930
1286,C,NU,,19920701,20070330
1286,C,LU,85295,19841001,19920630
1287,C,NU,,19620101,19711231
1288,C,NU,,19591001,19660130
1288,P,NU,,19660131,19760119
1288,P,NU,,19790324,19800731
1288,P,LU,58747,19760120,19790323
1289,C,NR,,19590701,19650128
1289,P,LC,28863,19650129,19751231
1290,C,LC,11870,19740101,19740130
1290,P,LC,11870,19740131,19880129
1291,C,NU,,19600101,19620130
1291,P,NU,,19620131,19620701
1291,P,LU,28871,19620702,19740531
1292,C,NU,,19731101,19780130
1292,C,NU,,19820731,19890731
1292,P,LU,11886,19780131,19820730
1293,C,NU,,19680901,19710225
1293,P,NU,,19710226,19721213
1293,P,LU,11894,19721214,19820930
1294,C,NU,,19600401,19620130
1294,P,NU,,19620131,19680916
1294,P,LU,46818,19680917,19820930
1295,P,NU,,19730707,19740131
1295,C,LU,19860,19490701,19620130
1295,P,LU,19860,19620131,19730706
1296,C,NU,,19810401,19840214
1296,C,NU,,19860916,19880930
1296,C,LU,11915,19840215,19860915
1297,C,NU,,19500101,19630328
1297,C,NU,,20001003,E
1297,C,LU,26331,19630329,20001002
1298,C,NU,,19640101,19721229
1299,P,NU,,19900316,19900430
1299,C,LU,11931,19730701,19760729
1299,P,LU,11931,19760730,19900315
1300,J,NR,,20181031,E
1300,C,LC,10145,19500101,19620130
1300,P,LC,10145,19620131,E
1301,C,NU,,19870101,19930430
1301,C,LU,17304,19500201,19620130
1301,P,LU,17304,19620131,19861230
1302,P,NR,,19781121,19860319
1302,C,NR,,19870723,19880129
1302,C,LC,22074,19550701,19620130
1302,P,LC,22074,19620131,19781120
1302,P,LC,22074,19860320,19870722
1303,C,NR,,19730701,19760627
1303,C,LC,74473,19760628,19770728
1303,P,LC,74473,19770729,19800731
1304,C,NU,,19620101,19680429
1304,P,NU,,19680430,19721213
1304,P,LU,63423,19721214,19831031
1305,C,NR,,19600101,19620130
1305,P,NR,,19620131,19711202
1305,P,LC,53655,19711203,19771231
1306,C,NU,,19710101,19720629
1306,P,NU,,19720630,19721213
1306,C,NU,,19820401,19870930
1306,P,LU,11950,19721214,19820331
1307,C,NU,,19760101,19850329
1308,C,NR,,19881203,20040912
1308,C,LC,10153,19500101,19620130
1308,C,LC,10153,19620131,19881202
1308,C,LC,90335,20040913,20110228
1309,C,NU,,19600401,19660130
1309,P,NU,,19660131,19670719
1309,P,LU,44724,19670720,19711231
1310,C,NU,,19731001,19810129
1310,P,NU,,19810130,19860228
1311,C,NU,,19811001,19830419
1311,C,LU,85033,19830420,19950831
1312,C,NR,,19730901,19780130
1312,P,NR,,19810228,19810331
1312,C,NR,,19810401,19860829
1312,P,LC,11966,19780131,19810227
1313,C,NU,,19590901,19650128
1313,P,LU,28898,19650129,19700630
1314,C,NU,,19620701,19640130
1314,P,NU,,19640131,19651129
1314,P,LU,42737,19651130,19820730
1315,C,NU,,19780701,19831214
1315,P,LU,11974,19831215,19860829
1316,C,NU,,19740101,19820930
1317,C,NU,,19591001,19671229
1318,C,NR,,19610101,19620130
1318,P,NU,,19620131,19650117
1318,N,NU,,19980430,20070731
1318,C,NR,,20071201,20071231
1318,P,LU,41443,19650118,20071130
1319,C,NU,,19510501,19620130
1319,P,NU,,19620131,19721213
1319,P,LU,11982,19721214,19810630
1320,C,NU,,19710101,19720928
1320,P,NU,,19720929,19721213
1320,P,NU,,19730829,19770630
1320,P,LU,84284,19721214,19730828
1321,C,NU,,19600101,19771230
1322,C,NU,,19670101,19681230
1322,P,NU,,19681231,19690827
1322,P,LU,49103,19690828,19840731
1323,C,NR,,19610201,19620530
1323,P,NR,,19620531,19650929
1323,P,LC,42497,19650930,19750630
1324,C,LU,12002,19740801,19790130
1324,C,LU,12002,19790131,20030131
1325,C,NU,,19740101,19740130
1325,P,NU,,19740131,19791213
1325,P,LU,61268,19791214,19861231
1326,C,NU,,19800126,19840131
1326,C,LU,12037,19750101,19790130
1326,C,LU,12037,19790131,19800125
1327,C,NU,,19650401,19680130
1327,P,NU,,19680131,19680312
1327,P,LU,45911,19680313,E
1328,C,NR,,19790601,19791015
1328,C,NR,,19821008,19850511
1328,C,LC,12045,19791016,19821007
1328,C,LC,12045,19850512,19961111
1329,C,NU,,19740101,19790130
1329,C,NU,,19821012,19840229
1329,C,LU,12053,19790131,19821011
1330,C,NU,,19721001,19771030
1330,P,LU,12061,19771031,19810331
1331,P,NU,,20020712,20181031
1331,C,LU,68814,19730501,19791230
1331,P,LU,68814,19791231,20020711
1332,C,NR,,19730901,19760823
1332,C,NR,,19890119,E
1332,C,LC,12096,19760824,19780130
1332,C,LC,12096,19780131,19890118
1333,C,NU,,19781001,19810330
1333,C,NU,,19810331,19821031
1333,C,NU,,19840906,20051230
1333,C,LU,78233,19821101,19840905
1334,C,NU,,19800301,19810617
1334,P,NU,,20010918,20090529
1334,P,LU,12117,19810618,20010917
1335,C,NU,,19760101,19961231
1336,C,NU,,19740101,20021231
1337,C,NU,,19740101,19940131
1338,C,NR,,19800701,19811110
1338,C,LC,12125,19811111,19890630
1339,C,NR,,19740101,19771030
1339,P,NR,,19771031,19790629
1340,C,NU,,19730701,19780630
1341,C,NR,,19620101,19710225
1341,P,NR,,19710226,19721213
1341,C,NR,,20030731,E
1341,P,LC,12141,19721214,19850718
1342,C,NR,,19760801,19800130
1342,C,NR,,19821015,19840831
1342,C,LC,12160,19800131,19821014
1343,C,NU,,19590901,19621230
1343,C,NU,,19621231,19640114
1343,C,LU,40096,19640115,19831230
1344,C,NU,,19650101,19660428
1344,P,NU,,19660429,19670618
1344,C,NU,,19831201,19840629
1344,P,LU,44580,19670619,19831130
1345,C,NU,,19550501,19620130
1345,C,NU,,19620131,19650602
1345,C,NU,,19800426,20000131
1345,C,LU,42032,19650603,19800425
1346,C,NU,,19840101,19840702
1346,P,LU,12168,19840703,19880331
1347,C,NR,,19741001,19750514
1347,C,LC,63853,19750515,19751127
1347,C,LC,63853,19751128,19851031
1348,C,NU,,19840901,19860331
1348,C,LU,12176,19730201,19790130
1348,C,LU,12176,19790131,19840831
1349,C,NU,,19700101,19700129
1349,C,NU,,19700130,19721213
1349,C,LU,12184,19721214,19810930
1350,C,NU,,19790701,19821103
1350,P,LU,12192,19821104,19900831
1351,C,NU,,19830101,19840806
1351,P,LU,12205,19840807,19981130
1352,P,LS,13387,20120508,E
1356,C,NR,,19500101,19510610
1356,J,NR,,20050331,20050331
1356,C,LC,24643,19510611,19620130
1356,P,LC,24643,19620131,20161031
1357,C,NU,,19740101,19870630
1358,C,NU,,19620101,19620329
1358,C,NU,,19620330,19690114
1358,C,LU,47474,19690115,19740131
1359,P,NU,,19740131,19830607
1359,P,LU,64856,19830608,20010629
1360,C,NR,,19740501,19790130
1360,C,NR,,19790131,19800123
1360,C,NR,,19920527,19961118
1360,C,NR,,20070913,20110731
1360,C,LC,12213,19800124,19920526
1360,C,LC,84260,19961119,20070912
1361,C,NU,,19731101,19810129
1361,C,NU,,19810130,19940429
1361,C,NU,,19940430,19950731
1362,C,NU,,19491001,19510227
1362,P,NU,,19821104,19821231
1362,C,LU,24555,19510228,19620130
1362,P,LU,24555,19620131,19821103
1363,C,NR,,19730701,19780412
1363,C,NR,,19890817,19951218
1363,C,NR,,20041221,20101130
1363,C,LC,12221,19780413,19790130
1363,C,LC,12221,19790131,19890816
1363,C,LC,12221,19951219,20041220
1364,P,NU,,19700430,19721213
1364,C,NU,,19840301,19850731
1364,P,LU,12240,19721214,19840229
1365,C,LC,10161,19500101,19620130
1365,P,LC,10161,19620131,19931029
1366,C,LU,10188,19500101,19620130
1366,P,LU,10188,19620131,19780630
1367,C,NR,,19780701,19790212
1367,C,NR,,19860625,20120831
1367,C,LC,12264,19790213,19860624
1368,C,NU,,19760101,19800716
1368,P,LU,12272,19800717,19860829
1369,C,NR,,19800201,19810105
1369,P,NR,,19891230,19900131
1369,P,LC,66229,19810106,19891229
1370,C,NR,,19830701,19831229
1370,C,NR,,19930928,19931029
1370,C,LC,12299,19831230,19930927
1371,C,NU,,19620101,19771230
1372,P,NU,,19620131,19721213
1372,P,NU,,20030401,20050831
1372,P,LU,12320,19721214,20030331
1373,C,NR,,19620101,19620701
1373,C,LC,28935,19620702,19650128
1373,P,LC,28935,19650129,19751128
1374,C,NU,,19750701,19751229
1374,C,NU,,19880604,19881031
1374,C,LU,12328,19751230,19880603
1375,C,LU,17670,19491001,19620130
1375,P,LU,17670,19620131,19831031
1376,C,NR,,19640701,19651028
1376,P,NR,,19651029,19660130
1376,P,LC,42921,19660131,19720531
1377,P,NU,,19860926,19870430
1377,C,LU,63087,19740101,19780130
1377,P,LU,63087,19780131,19860925
1378,C,NU,,19741029,E
1378,C,LU,12387,19730131,19741028
1379,C,NU,,19570101,19620130
1379,P,LU,26227,19620131,19840928
1380,P,LC,28484,19640331,E
1380,N,LX,28484,19980529,20161130
1380,J,LX,28484,20161201,E
1381,C,NU,,19780701,19800730
1381,C,NU,,19800731,19811228
1381,C,NU,,19890912,19990430
1381,C,LU,12408,19811229,19890911
1382,C,NR,,19830101,19830224
1382,P,NR,,19940826,19940920
1382,P,LC,12424,19830225,19940825
1382,P,LC,80778,19940921,20050926
1382,P,LC,90893,20050927,20131231
1383,C,NR,,19801001,19810817
1383,C,NR,,19871107,19880930
1383,C,NR,,19881001,19881031
1383,C,LC,11206,19870326,19871106
1383,C,LC,12432,19810818,19870325
1384,P,NU,,19730131,19780724
1384,P,LU,12459,19780725,19870331
1385,C,NU,,19790101,19791204
1385,C,NU,,19831001,19831230
1385,P,LU,12467,19791205,19830930
1386,C,NR,,19671001,19690528
1386,C,NR,,19690529,19700927
1386,C,LC,51190,19700928,19870429
1387,C,NR,,19591101,19620130
1387,P,NU,,19620131,19650708
1387,P,LU,42235,19650709,19780929
1388,C,NU,,19830101,E
1389,C,NU,,19590901,19720831
1390,C,NU,,19700401,19710629
1390,P,NU,,19710630,19721213
1390,P,NU,,19840901,19841031
1390,P,LU,12475,19721214,19840831
1391,C,NR,,19500101,19620130
1391,P,NR,,19620131,19630121
1391,P,LC,38877,19630122,19791130
1392,C,NU,,19760101,19760811
1392,P,LU,60046,19760812,19970930
1393,C,NU,,19790401,19941102
1393,J,NU,,19980430,20051230
1393,J,LC,23505,20221110,E
1393,P,LU,81073,19941103,E
1394,C,LC,15843,19500101,19620130
1394,P,LC,15843,19620131,19861204
1395,P,NU,,19700117,19701130
1395,C,NU,,19701201,19701231
1395,C,LU,10217,19500101,19620130
1395,P,LU,10217,19620131,19700116
1396,C,NR,,19731101,19810129
1396,P,NR,,19810130,19821029
1396,C,LN,84292,19730501,19731031
1397,C,NR,,19600101,19620130
1397,P,NR,,19620131,19630731
1397,P,NR,,20120127,E
1397,P,LC,39482,19630801,20120126
1402,C,NU,,19690101,19700330
1402,P,NU,,19700331,19721213
1402,P,LU,12571,19721214,19780531
1403,C,NR,,19740101,19810129
1403,P,NR,,19810130,19840629
1403,C,NR,,19840630,19850930
1408,C,LC,10225,19500101,19620130
1408,P,LC,10225,19620131,20140430
1409,C,LU,10233,19500101,19620130
1409,P,LU,10233,19620131,19860131
1410,C,NU,,19611101,19650128
1410,P,NU,,19650129,19690212
1410,P,LU,47730,19690213,E
1411,C,NU,,19690101,19690528
1411,P,NU,,19690529,19721213
1411,P,LU,56119,19721214,20000229
1412,C,NU,,19810701,19841220
1412,P,LU,75000,19841221,19881031
1413,C,NU,,19770401,19900330
1414,P,NR,,19881216,19890131
1414,C,LC,10241,19500101,19620130
1414,P,LC,10241,19620131,19881215
1414,P,LC,93330,20100401,E
1415,C,NR,,19650901,19710429
1415,P,NR,,19710430,19720301
1415,P,LC,54332,19720302,19840130
1415,P,LD,54332,19840131,19850430
1416,C,NR,,19840101,19840130
1416,C,NR,,19911210,20081231
1416,C,LC,54332,19840131,19911209
1417,C,NR,,19810701,19820128
1417,P,LC,51916,19820129,E
1418,C,NR,,19820101,19830620
1418,C,NR,,19890622,19911111
1418,C,NR,,20000419,20000709
1418,C,NR,,20020430,20050429
1418,C,LC,12619,19830621,19890621
1418,C,LC,77200,19911112,20000418
1418,C,LC,77200,20000710,20020429
1419,P,LU,49947,19730131,19900731
1420,C,LC,18825,19500101,19620130
1420,P,LC,18825,19620131,19751231
1421,C,NR,,19770101,19771229
1421,P,NR,,19820828,19820930
1421,C,NR,,19821001,19821231
1421,P,LC,12678,19771230,19820827
1422,C,NR,,19811001,19820620
1422,P,NR,,19890825,19890929
1422,C,NR,,19890930,19910628
1422,P,LC,12694,19820621,19890824
1423,C,NU,,19780701,19830404
1423,P,LU,12707,19830405,19860530
1424,C,NR,,19720701,19721213
1424,C,NR,,19750614,19790629
1424,C,LN,84305,19721214,19750613
1425,P,NU,,19740112,19790330
1425,C,LU,10268,19500101,19620130
1425,P,LU,10268,19620131,19740111
1426,C,NU,,19700101,19710729
1426,C,NU,,19710730,19721213
1426,C,NU,,19890525,20021031
1426,C,LU,12715,19721214,19890524
1427,C,NU,,19630101,19630130
1427,P,NU,,19630131,19721213
1427,P,LU,57621,19721214,19861128
1428,C,NR,,19530901,19620701
1428,C,NR,,19700701,19710226
1428,C,LC,28994,19620702,19650128
1428,C,LC,28994,19650129,19700630
1429,C,NR,,19730301,E
1429,P,LU,10276,19730131,19730228
1430,C,NU,,19941201,19941230
1430,C,LU,23341,19500101,19620130
1430,P,LU,23341,19620131,19941130
1431,C,NU,,19920711,20041231
1431,C,LU,12723,19730201,19790927
1431,C,LU,12723,19790928,19920710
1432,C,NU,,19780701,19830614
1432,C,NU,,19840302,20040930
1432,C,LU,12731,19830615,19840301
1433,C,NU,,19751001,19810506
1433,P,LU,12750,19810507,19840731
1434,C,NR,,19620101,19620130
1434,P,NU,,19620131,19690922
1434,P,LU,49269,19690923,19870930
1435,C,NU,,19600101,19690227
1435,C,NU,,19690228,20110803
1436,C,NU,,19660901,19680830
1437,C,NU,,19840101,19850627
1437,C,NU,,19880115,20060131
1437,C,LU,85367,19850628,19880114
1438,C,NU,,19740101,19781229
1439,C,NR,,19840101,19840508
1439,P,LC,12758,19840509,20220531
1440,J,NU,,20020628,20050930
1440,J,NR,,20200831,20230831
1440,J,NR,,20200930,20220331
1440,C,LC,24109,19510101,19620130
1440,P,LC,24109,19620131,E
1441,C,NR,,19790801,19810617
1441,C,NR,,19920710,20001214
1441,C,NR,,20071222,E
1441,C,LC,12766,19810618,19920709
1441,C,LC,88851,20001215,20071221
1442,C,NU,,19820701,19840123
1442,C,NU,,19850201,19850930
1442,P,LU,12774,19840124,19850131
1443,C,NU,,19770501,19850131
1444,P,NR,,20050823,20130731
1444,C,LC,12627,19820801,19850227
1444,P,LC,12627,19850228,20050822
1445,C,NU,,19740101,19780130
1445,P,LU,12803,19780131,19840831
1446,C,NR,,19830101,19831114
1446,P,NR,,19971015,19971128
1446,P,LC,12811,19831115,19971014
1447,C,NU,,19600101,19620130
1447,C,NU,,19620131,19721213
1447,N,NU,,19931029,19961031
1447,C,LU,59176,19721214,E
1448,C,NU,,19740101,E
1449,P,NU,,19680131,19730822
1449,P,LU,57904,19730823,E
1450,C,NU,,19780101,20041231
1451,C,NU,,19810101,19840305
1451,C,NU,,19860531,19870331
1451,P,LU,12838,19840306,19860530
1452,C,NU,,19801201,19850130
1452,P,LU,12854,19850131,19880531
1453,C,NU,,19800601,19821205
1453,C,NU,,19860401,19860530
1453,P,LU,12897,19821206,19860331
1454,C,NU,,19820101,19831005
1454,P,LU,12910,19831006,19890331
1455,C,NU,,19740101,19820930
1456,C,NU,,19720101,19720629
1456,P,NU,,19720630,19721213
1456,P,LU,12918,19721214,19970930
1457,C,NR,,19680101,19681230
1457,P,NR,,19681231,19721213
1457,P,LC,12934,19721214,19741129
1458,C,NU,,19630101,19631230
1458,C,NU,,19631231,19721213
1458,C,NU,,19870124,19870529
1458,C,LU,12969,19721214,19870123
1459,C,NR,,19771203,19790130
1459,P,NR,,19790131,19811130
1459,C,LC,51473,19730201,19771202
1460,C,NU,,19600101,19691231
1461,C,NU,,19790801,19801026
1461,P,LU,13005,19801027,19860630
1462,C,NU,,19820101,19840207
1462,P,NU,,19841031,19841115
1462,J,NU,,19841031,19841115
1462,P,NU,,19930226,19930430
1462,J,NU,,19930226,19930430
1462,C,NU,,19930501,19930528
1462,C,LU,66763,19840208,19841030
1462,N,LU,66763,19841031,19841031
1462,P,LU,66771,19841116,19930225
1462,J,LU,66798,19841116,19930225
1463,P,NU,,19630131,19721213
1463,P,LU,13040,19721214,19861031
1464,C,NU,,19701101,19710330
1464,P,NU,,19710331,19721213
1464,P,LU,56661,19721214,19800331
1465,C,NU,,20010929,20031128
1465,C,LC,48397,19710101,19710128
1465,P,LU,48397,19710129,20010928
1466,C,NU,,19631201,19650527
1466,P,LU,41849,19650528,19740228
1467,C,NU,,19800701,19810129
1467,P,LU,13048,19810130,19840928
1468,C,NU,,19500301,19620130
1468,P,NU,,19620131,19721213
1468,N,NU,,19820129,E
1468,P,LU,13056,19721214,20130830
1469,C,NU,,19731001,19810930
1470,C,NU,,19910601,19971231
1470,C,LU,13064,19830101,19830130
1470,P,LU,13064,19830131,19910531
1471,C,NR,,19721001,19721213
1471,C,NR,,19740511,19810129
1471,P,NR,,19810130,19810331
1471,C,LN,13072,19721214,19740510
1472,C,NU,,19830101,19840823
1472,C,NU,,19940430,19940630
1472,P,LU,66421,19840824,19891229
1472,P,LU,66421,19900131,19940429
1473,C,NU,,19760701,19790130
1473,C,NU,,19860919,19880930
1473,C,LU,13099,19790131,19860918
1474,P,NR,,19991030,19991031
1474,C,LC,59643,19790101,19790130
1474,P,LC,59643,19790131,19991029
1475,C,NU,,19591201,19620130
1475,P,NU,,19620131,19650316
1475,P,LU,41734,19650317,19950428
1476,C,NU,,19770601,19790130
1476,C,NU,,19871222,20031128
1476,C,LU,13101,19790131,19871221
1477,C,NU,,19731001,19810129
1477,P,NU,,19810130,19830815
1477,P,LU,13120,19830816,19901031
1478,J,NR,,20070531,20070531
1478,C,LC,15667,19500101,19620130
1478,P,LC,15667,19620131,20091015
1479,C,NR,,19891028,19921231
1479,C,LC,13128,19760901,19790130
1479,P,LC,13128,19790131,19891027
1480,C,NU,,19750701,19940630
1481,C,NU,,19500101,19620130
1481,P,LU,27190,19620131,19851129
1482,C,NU,,19800101,19840228
1482,P,NU,,19840229,19850430
1483,C,NU,,19790101,19831129
1483,P,NU,,19831130,19831230
1484,C,NU,,19780401,19810311
1484,C,NU,,19830401,19901231
1484,P,LU,13179,19810312,19830331
1485,P,NU,,19831130,19840215
1485,P,NU,,19991009,19991130
1485,P,LU,65859,19840216,19991008
1486,C,NU,,19600101,19691230
1486,C,NU,,19691231,19730928
1487,C,NR,,19720101,19720130
1487,P,NR,,19720131,19721213
1487,P,LC,66800,19721214,E
1488,C,NU,,19690301,19690730
1488,P,NU,,19690731,19710930
1488,P,LU,53313,19711001,19790629
1489,C,LU,21194,19500101,19620130
1489,P,LU,21194,19620131,19801128
1490,C,NU,,19810701,19860630
1491,C,NR,,19600401,19620701
1491,P,NR,,20120114,20230331
1491,C,LC,19580,19620702,19650629
1491,P,LC,19580,19650630,19801125
1491,P,LC,29014,19801126,20111221
1492,C,NR,,19720101,19720629
1492,P,NR,,19720630,19721213
1492,P,LC,13224,19721214,19750131
1493,C,NU,,19740101,19811231
1494,C,NU,,19830101,19840607
1494,P,LU,13232,19840608,19980227
1495,C,NU,,19730301,19740730
1495,P,NU,,19740731,19780420
1495,P,LU,13283,19780421,19970731
1496,C,NR,,19640101,19661129
1496,C,NU,,19661130,19721213
1496,C,NU,,20060401,20190630
1496,C,LU,10488,19721214,20060331
1497,C,NU,,19800101,19820218
1497,C,NU,,19910831,19910930
1497,P,LU,13291,19820219,19910830
1498,C,NU,,19630101,19630130
1498,P,NU,,19630131,19700217
1498,C,NU,,19951201,19960131
1498,P,LU,50112,19700218,19951130
1498,J,LU,50120,19820129,19951130
1499,C,NU,,19750101,19801231
1500,C,NR,,19790101,19790426
1500,P,LC,13304,19790427,20040528
1501,C,NU,,19600101,19621230
1501,P,LU,29022,19621231,19800530
1502,C,NR,,19780322,19821231
1502,C,LN,13312,19740101,19780321
1503,C,NU,,19700401,19720130
1503,P,NU,,19720131,19721213
1503,P,LU,13339,19721214,19750731
1504,C,NU,,19830101,19830620
1504,C,NU,,19860101,19920930
1504,P,LU,13347,19830621,19851231
1505,C,NU,,19720701,19780130
1505,P,LU,13355,19780131,19830331
1506,C,NR,,19690101,19731129
1506,P,NR,,19731130,19780821
1506,P,NR,,19900815,19900928
1506,C,NR,,19900929,19910328
1506,P,LC,60409,19780822,19900814
1507,P,LS,13386,20120509,E
1508,C,LU,13363,19740101,19771129
1508,P,LU,13363,19771130,19861128
1509,C,NU,,19810701,19820513
1509,P,LU,13371,19820514,19850131
1510,C,NU,,19680101,19690130
1510,P,NU,,19690131,19710909
1510,P,LU,53161,19710910,19780929
1511,C,NR,,19790901,19801028
1511,C,NR,,19920904,20140530
1511,C,LC,13390,19801029,19920903
1512,C,NU,,19690101,19710330
1512,P,NU,,19710331,19721213
1512,P,LU,13398,19721214,19820226
1513,C,NU,,19830701,19850530
1513,C,NU,,19850531,19860306
1513,C,LU,10090,19860307,19950831
1514,C,NU,,19750701,19790130
1514,C,NU,,19860201,19900330
1514,P,LU,13435,19790131,19860131
1515,C,NU,,19760601,19940228
1516,C,NR,,19630801,19680130
1516,P,NR,,19680131,19690622
1516,P,LC,48581,19690623,19841231
1517,C,LU,10321,19491001,19620130
1517,P,LU,10321,19620131,19870731
1518,C,NR,,19831001,19850325
1518,P,NR,,20091224,20100528
1518,P,LC,85404,19850326,20091223
1519,C,NR,,19640801,19651230
1519,C,NR,,19651231,19721213
1519,C,LC,13443,19721214,19770630
1522,C,NU,,19770101,19801007
1522,P,LU,13451,19801008,19820630
1523,C,NU,,19810101,19831221
1523,P,LU,13470,19831222,20111230
1524,C,NU,,19630101,19631230
1524,C,NU,,19631231,19721213
1524,C,LU,13478,19721214,19730731
1525,C,LU,13486,19730601,19790130
1525,C,LU,13486,19790131,19861128
1526,C,NR,,19590101,19620130
1526,P,NR,,19620131,19721213
1526,P,LC,13507,19721214,20220531
1527,C,NU,,19810101,19810604
1527,P,LU,13515,19810605,19930730
1528,C,LU,24141,19510101,19620130
1528,P,LU,24141,19620131,19850531
1529,C,NR,,19830101,19850306
1529,C,NR,,19860203,19860512
1529,C,NR,,19880528,19880630
1529,C,LC,85412,19850307,19860202
1529,C,LC,85412,19860513,19880527
1530,C,NU,,19650601,19680228
1530,C,NU,,19680229,19721213
1530,C,NU,,19940507,20000929
1530,C,NU,,20000930,20031231
1530,C,LU,13523,19721214,19940506
1531,C,NU,,19730901,19820309
1531,P,LU,13531,19820310,19861231
1532,C,LU,64143,19820101,19820128
1532,P,LU,64143,19820129,19940729
1533,P,NR,,19810928,19821031
1533,C,LC,85439,19731001,19790130
1533,P,LC,85439,19790131,19810927
1533,P,LC,85439,19821101,20140226
1534,C,NU,,19750101,19751208
1534,P,LU,13550,19751209,19840928
1535,C,NU,,19760201,19790529
1535,P,LU,13558,19790530,19820930
1536,C,NU,,19740101,19790130
1536,C,NU,,19790131,19871231
1537,C,NU,,19600101,19620130
1537,P,NU,,19620131,19620701
1537,C,NU,,19980901,19980930
